nct_id,canonical_name_final,lead_sponsor,lead_sponsor_class,brief_title,phase,overall_status,source_therapy_name,therapy_identity_final,mechanism_superfamily,mechanism_family,molecular_targets,mechanism_action,modality,agonist_order,incretin_based,classification_status,confidence,source_url,notes,scope_review_flag,classification_status_original,classification_status_final,mechanism_superfamily_final,mechanism_family_final,mechanism_classified,researched_but_publicly_undisclosed,unreviewed_long_tail
NCT06559527,zenagamtide,Novo Nordisk A/S,INDUSTRY,A Research Study Looking Into Blood Levels of the Medicine NNC0487-0111 in the Body and How Well it is Tolerated in Participants With Reduced Kidney Function and Normal Kidney Function,PHASE1,COMPLETED,zenagamtide,zenagamtide,Incretin + amylin,GLP-1/amylin,GLP1R; amylin receptors; CTR,"Unimolecular GLP-1, amylin and calcitonin receptor agonist",peptide,multi,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/42532079/,Formerly amycretin; current name zenagamtide.,False,VERIFIED,VERIFIED,Incretin + amylin,GLP-1/amylin,True,False,False
NCT06564441,bupropion,Boehringer Ingelheim,INDUSTRY,"A Study to Test Whether BI 456906 (Survodutide) Influences the Amount of Bupropion, Caffeine and Midazolam in the Blood in People With Overweight or Obesity",PHASE1,COMPLETED,bupropion,bupropion,CNS/appetite,catecholaminergic,NET; DAT,Norepinephrine/dopamine reuptake inhibition,small molecule,,False,VERIFIED,high,,Repurposed CNS agent.,False,VERIFIED,VERIFIED,CNS/appetite,catecholaminergic,True,False,False
NCT06564441,survodutide,Boehringer Ingelheim,INDUSTRY,"A Study to Test Whether BI 456906 (Survodutide) Influences the Amount of Bupropion, Caffeine and Midazolam in the Blood in People With Overweight or Obesity",PHASE1,COMPLETED,survodutide,survodutide,Incretin-based,GLP-1/glucagon,GLP1R; GCGR,Dual GLP-1/glucagon receptor agonist,peptide,dual,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Former development code BI 456906.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/glucagon,True,False,False
NCT06564753,na-931 dose 1 daily and orally,"Biomed Industries, Inc.",INDUSTRY,Phase 2 Trials of NA-931 to Study Subjects Who Are Obese With at Least One Weight-related Comorbid Condition,PHASE2,COMPLETED,,na-931 dose 1 daily and orally,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT06564753,na-931 dose 3 daily and orally,"Biomed Industries, Inc.",INDUSTRY,Phase 2 Trials of NA-931 to Study Subjects Who Are Obese With at Least One Weight-related Comorbid Condition,PHASE2,COMPLETED,,na-931 dose 3 daily and orally,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT06564753,na-931 dose 4 daily and orally,"Biomed Industries, Inc.",INDUSTRY,Phase 2 Trials of NA-931 to Study Subjects Who Are Obese With at Least One Weight-related Comorbid Condition,PHASE2,COMPLETED,,na-931 dose 4 daily and orally,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT06564753,na-931 dose2 daily and orally,"Biomed Industries, Inc.",INDUSTRY,Phase 2 Trials of NA-931 to Study Subjects Who Are Obese With at Least One Weight-related Comorbid Condition,PHASE2,COMPLETED,,na-931 dose2 daily and orally,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT06565611,bremelanotide,"Palatin Technologies, Inc",INDUSTRY,A Phase 2 Study Evaluating the Co-Administration of Bremelanotide With Tirzepatide for the Treatment of Obesity,PHASE2,ACTIVE_NOT_RECRUITING,bremelanotide,bremelanotide,Melanocortin,MC4R,MC4R,Melanocortin-4 receptor agonist,peptide,mono,False,VERIFIED,high,https://palatin.com/press_releases/palatin-initiates-phase-2-clinical-study-of-bremelanotide-for-the-treatment-of-obesity/,Studied as an adjunct to tirzepatide in obesity.,False,VERIFIED,VERIFIED,Melanocortin,MC4R,True,False,False
NCT06565611,tirzepatide,"Palatin Technologies, Inc",INDUSTRY,A Phase 2 Study Evaluating the Co-Administration of Bremelanotide With Tirzepatide for the Treatment of Obesity,PHASE2,ACTIVE_NOT_RECRUITING,tirzepatide,tirzepatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Dual incretin agonist.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP,True,False,False
NCT06567041,nnc0519-0130,Novo Nordisk A/S,INDUSTRY,A Research Study of How Safe a New Medicine Called NNC0519 0130 is and to Test Its Effect in People Living With Excess Body Weight With or Without Type 2 Diabetes,PHASE1,COMPLETED,nnc0519-0130,nnc0519-0130,Undisclosed,undisclosed,,,undisclosed,,,RESEARCH_REQUIRED,low,https://clinicaltrials.gov/study/NCT06567041,"Novo Nordisk publicly identifies it as an obesity medicine, but an authoritative public mechanism was not found.",False,RESEARCH_REQUIRED,UNRESOLVED_PUBLIC_INFO,Undisclosed / insufficient public information,Undisclosed,False,True,False
NCT06567327,danuglipron,Pfizer,INDUSTRY,A Study to Learn How the Study Medicine Danuglipron is Taken Up Into the Blood and If Danuglipron Changes How the Body Processes Other Study Medicines (Atorvastatin and Rosuvastatin) in Healthy Adults Who Are Overweight or Obese,PHASE1,COMPLETED,danuglipron,danuglipron,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,small molecule,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Oral nonpeptide GLP-1RA.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT06568731,danuglipron,Pfizer,INDUSTRY,A Study to Learn How Different Amounts of the Study Medicine Danuglipron Are Taken up Into the Blood in Otherwise Healthy Adults With Overweight or Obesity,PHASE1,COMPLETED,danuglipron,danuglipron,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,small molecule,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Oral nonpeptide GLP-1RA.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT06569355,vct220,"Vincentage Pharma Co., Ltd",INDUSTRY,A Study to Evaluate the Efficacy and Safety of VCT220 in Obesity Chinese Population,PHASE2,COMPLETED,vct220,vct220,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,small molecule,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/42595749/,Oral nonpeptide GLP-1RA.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT06571383,semaglutide,Novo Nordisk A/S,INDUSTRY,STEP TEENS Weight Maintenance: A Research Study on How Well Semaglutide Helps Teenagers With Excess Body Weight to Lose Weight and Maintain Weight Loss,PHASE4,ACTIVE_NOT_RECRUITING,semaglutide,semaglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Long-acting GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT06575738,semaglutide or tirzepatide,"University of Colorado, Denver",OTHER,Physiologic Response to Bariatric Surgery and the Impact of Adjunct Semaglutide in Adolescents,PHASE1,RECRUITING,semaglutide or tirzepatide,semaglutide or tirzepatide,Incretin-based,GLP-1-based mixed class,GLP1R; optionally GIPR,Registry class label covering either semaglutide or tirzepatide,peptide / mixed class label,mixed,True,VERIFIED,medium,,Do not collapse to a single molecule; retain as a mixed treatment-class label.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1-based mixed class,True,False,False
NCT06577090,nimacimab,"Skye Bioscience, Inc.",INDUSTRY,Study to Evaluate the Effect on Obesity of QW Nimacimab and QW Nimacimab Co-administered With Semaglutide vs Placebo,PHASE2,ACTIVE_NOT_RECRUITING,,nimacimab,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT06577090,semaglutide,"Skye Bioscience, Inc.",INDUSTRY,Study to Evaluate the Effect on Obesity of QW Nimacimab and QW Nimacimab Co-administered With Semaglutide vs Placebo,PHASE2,ACTIVE_NOT_RECRUITING,semaglutide,semaglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Long-acting GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT06577766,nnc0638-0355,Novo Nordisk A/S,INDUSTRY,"A Research Study on How NNC0638-0355, a New Medicine, Works in People Living With Overweight or Obesity",PHASE1,ACTIVE_NOT_RECRUITING,,nnc0638-0355,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT06579092,azd5004,AstraZeneca,INDUSTRY,Effects of AZD5004 in Adults Who Are Living With Obesity or Overweight With at Least 1 Weight-related Comorbidity,PHASE2,COMPLETED,azd5004,elecoglipron,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,small molecule,mono,True,VERIFIED_ALIAS,high,https://www.astrazeneca.com/our-therapy-areas/pipeline.html,AZD5004 (formerly ECC5004) is now named elecoglipron.,False,VERIFIED_ALIAS,VERIFIED_ALIAS,Incretin-based,GLP-1,True,False,False
NCT06584916,orforglipron,Eli Lilly and Company,INDUSTRY,A Study of Orforglipron for the Maintenance of Body Weight Reduction in Participants Who Have Obesity or Overweight With Weight-Related Comorbidities (ATTAIN-MAINTAIN),PHASE3,COMPLETED,orforglipron,orforglipron,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,small molecule,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Oral nonpeptide GLP-1RA.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT06588283,tirzepatide,Eli Lilly and Company,INDUSTRY,Ixekizumab Concomitantly Administered With Tirzepatide in Adults With Moderate-to-Severe Plaque Psoriasis and Obesity or Overweight,PHASE3,COMPLETED,tirzepatide,tirzepatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Dual incretin agonist.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP,True,False,False
NCT06588296,tirzepatide,Eli Lilly and Company,INDUSTRY,Ixekizumab Concomitantly Administered With Tirzepatide in Adults With Psoriatic Arthritis and Obesity or Overweight,PHASE3,COMPLETED,tirzepatide,tirzepatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Dual incretin agonist.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP,True,False,False
NCT06595238,azd6234,AstraZeneca,INDUSTRY,A Study in Participants With Obesity or Overweight With at Least One Weight-related Comorbidity,PHASE2,COMPLETED,azd6234,azd6234,Amylin-based,amylin,amylin receptors,Selective amylin receptor agonist,peptide,multi,False,VERIFIED,high,https://www.astrazeneca.com/media-centre/press-releases/2026/astrazeneca-agrees-obesity-and-t2d-deal-with-cspc.html,Weekly injectable selective amylin receptor agonist (SARA).,False,VERIFIED,VERIFIED,Amylin-based,amylin,True,False,False
NCT06595797,ribupatide,"Fujian Shengdi Pharmaceutical Co., Ltd.",INDUSTRY,"A Multicenter, Randomized, Double-blind, Placebo-parallel-controlled Phase II Clinical Study Evaluating the Efficacy and Safety of HRS9531 Injection in Obese Subjects With Polycystic Ovary Syndrome",PHASE2,UNKNOWN,ribupatide,ribupatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED,high,https://www.hengrui.com/en/media/detail-991.html,HRS9531/KAI-9531; injectable and oral formulations in development.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP,True,False,False
NCT06596135,setmelanotide,"Rhythm Pharmaceuticals, Inc.",INDUSTRY,Open-Label Extension Study of Setmelanotide,PHASE3,COMPLETED,setmelanotide,setmelanotide,Melanocortin,MC4R,MC4R,Melanocortin-4 receptor agonist,peptide,mono,False,VERIFIED,high,https://www.accessdata.fda.gov/drugsatfda_docs/label/2026/213793s009lbl.pdf,Cyclic peptide MC4R agonist used in genetic/syndromic obesity.,False,VERIFIED,VERIFIED,Melanocortin,MC4R,True,False,False
NCT06600581,imm01-stem,"Immunis, Inc.",INDUSTRY,Safety and Efficacy of IMM01-STEM Against Placebo on Muscle Performance in Seniors With Obesity and Muscle Weakness,PHASE2,ACTIVE_NOT_RECRUITING,,imm01-stem,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT06601517,hdm1002,"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd.",INDUSTRY,"A Drug-Drug Interaction (DDI) Study of HDM1002 With Repaglinide, Atorvastatin, Digoxin and Rosuvastatin in Healthy Subjects and Overweight Subjects.",PHASE1,NOT_YET_RECRUITING,hdm1002,hdm1002,Incretin-based,GLP-1,GLP1R,Potent selective GLP-1 receptor full agonist with cAMP-biased signalling,small molecule,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41803652/,Oral small-molecule GLP-1RA.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT06601517,repaglinide,"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd.",INDUSTRY,"A Drug-Drug Interaction (DDI) Study of HDM1002 With Repaglinide, Atorvastatin, Digoxin and Rosuvastatin in Healthy Subjects and Overweight Subjects.",PHASE1,NOT_YET_RECRUITING,,repaglinide,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT06603571,eloralintide,Eli Lilly and Company,INDUSTRY,"A Study to Investigate Weight Management With LY3841136 and Tirzepatide (LY3298176), Alone or in Combination, in Adult Participants With Obesity or Overweight With Type 2 Diabetes",PHASE2,ACTIVE_NOT_RECRUITING,eloralintide,eloralintide,Amylin-based,amylin,AMY1R (preferential); AMY3R; CTR,"Selective amylin receptor agonist, preferential for AMY1R",peptide,multi,False,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41109426/,Long-acting amylin analogue with preferential human AMY1R activation.,False,VERIFIED,VERIFIED,Amylin-based,amylin,True,False,False
NCT06603571,tirzepatide,Eli Lilly and Company,INDUSTRY,"A Study to Investigate Weight Management With LY3841136 and Tirzepatide (LY3298176), Alone or in Combination, in Adult Participants With Obesity or Overweight With Type 2 Diabetes",PHASE2,ACTIVE_NOT_RECRUITING,tirzepatide,tirzepatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Dual incretin agonist.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP,True,False,False
NCT06605703,naltrexone + bupropion,WW International Inc,INDUSTRY,A Randomized Controlled Trial Comparing the Effectiveness of Different Treatment Options for Weight Management After Discontinuation of Semaglutide and Tirzepatide (GLP1 Transition Trial),PHASE4,COMPLETED,naltrexone + bupropion,naltrexone + bupropion,CNS/appetite,opioid + catecholamine,OPRM1; NET/DAT pathways,Opioid receptor antagonism plus noradrenergic/dopaminergic appetite modulation,small-molecule combination,,False,VERIFIED,high,,Approved anti-obesity combination; established pharmacology.,False,VERIFIED,VERIFIED,CNS/appetite,opioid + catecholamine,True,False,False
NCT06605703,naltrexone + bupropion + metformin,WW International Inc,INDUSTRY,A Randomized Controlled Trial Comparing the Effectiveness of Different Treatment Options for Weight Management After Discontinuation of Semaglutide and Tirzepatide (GLP1 Transition Trial),PHASE4,COMPLETED,,naltrexone + bupropion + metformin,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT06606106,ly3537031,Eli Lilly and Company,INDUSTRY,"A Study of LY3537031 in Overweight, Obese, and Healthy Participants",PHASE1,ACTIVE_NOT_RECRUITING,,ly3537031,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT06606483,mdr-001,MindRank AI Ltd,INDUSTRY,A Study to Evaluate the Efficacy and Safety of MDR-001 in Subjects Who Are Obesity or Overweight,PHASE2,NOT_YET_RECRUITING,mdr-001,mdr-001,Incretin-based,GLP-1,GLP1R,Biased selective GLP-1 receptor agonist,small molecule,mono,True,VERIFIED,high,https://www.mindrank.ai/en/news/detail/155,AI-designed oral small-molecule GLP-1RA.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT06606821,tirzepatide,Tina Vilsbøll,OTHER,The Effects of Tirzepatide in People With Overweight/Obesity and Coronary Artery Disease,PHASE4,RECRUITING,tirzepatide,tirzepatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Dual incretin agonist.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP,True,False,False
NCT06611930,ck-0045,Cytoki Pharma,INDUSTRY,CK-0045 Proof-of-concept Study in Participants With Overweight / Obesity and Type 2 Diabetes,PHASE2,TERMINATED,ck-0045,CK-0045,Cytokine/metabolic,IL-22 receptor,IL22RA1; IL10RB,Long-acting IL-22 receptor agonism,lipidated cytokine/peptide biologic,mono,False,VERIFIED,high,https://diabetesjournals.org/diabetes/article/74/Supplement_1/851-P/159924/,Long-acting lipidated IL-22 receptor agonist studied in adults with obesity.,False,VERIFIED,VERIFIED,Cytokine/metabolic,IL-22 receptor,True,False,False
NCT06615700,na-931,"Biomed Industries, Inc.",INDUSTRY,"Phase 1 to Study Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of NA-931 in Obese Participants and Patients With Type 2 Diabetes Mellitus",PHASE1,COMPLETED,na-931,NA-931,Incretin + growth-factor,IGF-1/GLP-1/GIP/glucagon,IGF1R pathway; GLP1R; GIPR; GCGR,"Quadruple IGF-1, GLP-1, GIP and glucagon pathway agonism",multi-agonist biologic,quadruple,True,VERIFIED,high,https://diabetesjournals.org/diabetes/article/74/Supplement_1/143-OR/159475,Quadruple agonist designed to reduce weight while preserving muscle.,False,VERIFIED,VERIFIED,Incretin + growth-factor,IGF-1/GLP-1/GIP/glucagon,True,False,False
NCT06616961,semaglutide,Popular Medical College Hospital,OTHER,Efficacy and Safety of Semaglutide for Weight Loss in Overweight or Obese Adults in Bangladesh With or Without Type 2 Diabetes Mellitus,PHASE3,NOT_YET_RECRUITING,semaglutide,semaglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Long-acting GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT06619015,pramlintide acetate,Esbjerg Hospital - University Hospital of Southern Denmark,OTHER,Tailoring Obesity Treatment Trial,PHASE2; PHASE3,WITHDRAWN,,pramlintide acetate,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT06619015,semaglutide,Esbjerg Hospital - University Hospital of Southern Denmark,OTHER,Tailoring Obesity Treatment Trial,PHASE2; PHASE3,WITHDRAWN,semaglutide,semaglutide,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,peptide,mono,True,VERIFIED,high,https://pubmed.ncbi.nlm.nih.gov/41054801/,Long-acting GLP-1 analogue.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT06620562,naltrexone + bupropion,Laval University,OTHER,Improving Efficacity of Sleeve Gastrectomy With Naltrexone/Bupropion Extended-release Tablet,PHASE4,RECRUITING,naltrexone + bupropion,naltrexone + bupropion,CNS/appetite,opioid + catecholamine,OPRM1; NET/DAT pathways,Opioid receptor antagonism plus noradrenergic/dopaminergic appetite modulation,small-molecule combination,,False,VERIFIED,high,,Approved anti-obesity combination; established pharmacology.,False,VERIFIED,VERIFIED,CNS/appetite,opioid + catecholamine,True,False,False
NCT06621017,rose-010,Rose Pharma Inc,INDUSTRY,Effect of GLP-1 Analogue ROSE-010 on Appetite in Overweight and Obese Subjects,PHASE2,COMPLETED,,rose-010,,,,,,,,UNMAPPED,,,,False,UNMAPPED,UNCLASSIFIED_LONG_TAIL,Unclassified long tail,Not individually reviewed,False,False,True
NCT06621316,hrs-7535,"Shandong Suncadia Medicine Co., Ltd.",INDUSTRY,A Study of Safety and Tolerability of Multiple Doses of HRS-7535 in Obese Subjects,PHASE1; PHASE2,COMPLETED,hrs-7535,hrs-7535,Incretin-based,GLP-1,GLP1R,GLP-1 receptor agonist,small molecule,mono,True,VERIFIED,high,https://www.hengrui.com/en/media/detail-1030.html,Oral small-molecule GLP-1RA.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1,True,False,False
NCT06628362,enicepatide,"Carmot Therapeutics, Inc.",INDUSTRY,A Study of Enicepatide (CT-388) in Participants Who Are Overweight or Obese With Type 2 Diabetes Mellitus,PHASE2,ACTIVE_NOT_RECRUITING,enicepatide,enicepatide,Incretin-based,GLP-1/GIP,GLP1R; GIPR,Dual GLP-1/GIP receptor agonist,peptide,dual,True,VERIFIED,high,https://www.roche.com/media/releases/med-cor-2026-01-27,CT-388; once-weekly dual agonist.,False,VERIFIED,VERIFIED,Incretin-based,GLP-1/GIP,True,False,False
